LAYER	BK	CH	VS	OL_REF	LANG	ACTION	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	ORIGINAL_VALUES	FINAL_VALUES	RULE_CLASS	REASON	REVIEW_STATUS
FINAL_OL_VERSE_OVERRIDE	EZK	1	6	EZK 1:6		REPLACE_VERSE_VALUES					4;1;4;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	23	13	EZK 23:13		REPLACE_VERSE_VALUES					2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	29	1	EZK 29:1		REPLACE_VERSE_VALUES					10;10;12	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	32	1	EZK 32:1		REPLACE_VERSE_VALUES					12;12;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	33	21	EZK 33:21		REPLACE_VERSE_VALUES					12;10;5	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	40	1	EZK 40:1		REPLACE_VERSE_VALUES					25;10;14	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	45	13	EZK 45:13		REPLACE_VERSE_VALUES					1/6;1/6	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	45	2	EZK 45:2		REPLACE_VERSE_VALUES					500;500;50	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	46	22	EZK 46:22		REPLACE_VERSE_VALUES					4;40;30;1;4	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	48	20	EZK 48:20		REPLACE_VERSE_VALUES					25000;25000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZK	5	12	EZK 5:12		REPLACE_VERSE_VALUES					1/3;1/3;1/3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZR	1	10	EZR 1:10		REPLACE_VERSE_VALUES					30;410;1000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	EZR	2	69	EZR 2:69		REPLACE_VERSE_VALUES					61000;5000;100	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	GEN	24	60	GEN 24:60		REPLACE_VERSE_VALUES					1000;10000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	GEN	41	26	GEN 41:26		REPLACE_VERSE_VALUES					7;7;7;7;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	GEN	41	34	GEN 41:34		REPLACE_VERSE_VALUES					1/5;7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	ISA	30	17	ISA 30:17		REPLACE_VERSE_VALUES					1000;1;1;5	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	ISA	30	24	ISA 30:24		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	ISA	6	2	ISA 6:2		REPLACE_VERSE_VALUES					6;6;1;2;2;2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JDG	6	15	JDG 6:15		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JER	32	1	JER 32:1		REPLACE_VERSE_VALUES					10;18	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JER	32	9	JER 32:9		REPLACE_VERSE_VALUES					17	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JER	52	12	JER 52:12		REPLACE_VERSE_VALUES					10;5;19	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JHN	21	14	JHN 21:14		REPLACE_VERSE_VALUES					3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JHN	21	17	JHN 21:17		REPLACE_VERSE_VALUES					3;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JOS	21	16	JOS 21:16		REPLACE_VERSE_VALUES					9;2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JOS	22	14	JOS 22:14		REPLACE_VERSE_VALUES					10;1;1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JOS	22	21	JOS 22:21		REPLACE_VERSE_VALUES					1/2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JOS	22	30	JOS 22:30		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	JOS	7	21	JOS 7:21		REPLACE_VERSE_VALUES					1;200;1;50	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	LEV	12	5	LEV 12:5		REPLACE_VERSE_VALUES					2;66	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	LUK	14	31	LUK 14:31		REPLACE_VERSE_VALUES					1;10000;20000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	LUK	20	12	LUK 20:12		REPLACE_VERSE_VALUES					3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	LUK	23	22	LUK 23:22		REPLACE_VERSE_VALUES					3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	MIC	5	1	MIC 5:1		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	MRK	14	41	MRK 14:41		REPLACE_VERSE_VALUES					3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	MRK	14	72	MRK 14:72		REPLACE_VERSE_VALUES					2;2;3	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	10	36	NUM 10:36		REPLACE_VERSE_VALUES					10000;1000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	10	4	NUM 10:4		REPLACE_VERSE_VALUES					1	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	1	16	NUM 1:16		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	28	21	NUM 28:21		REPLACE_VERSE_VALUES					1/10;1/10;1;7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	28	29	NUM 28:29		REPLACE_VERSE_VALUES					1/10;1/10;1;7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	29	10	NUM 29:10		REPLACE_VERSE_VALUES					1/10;1/10;1;7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	29	4	NUM 29:4		REPLACE_VERSE_VALUES					1/10;1;1;7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	31	48	NUM 31:48		REPLACE_VERSE_VALUES					1000;100	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	NUM	31	5	NUM 31:5		REPLACE_VERSE_VALUES					1000;12000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	PRO	14	4	PRO 14:4		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	PRO	6	16	PRO 6:16		REPLACE_VERSE_VALUES					6;7	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	PSA	68	18	PSA 68:18		REPLACE_VERSE_VALUES					20000;1000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	PSA	8	8	PSA 8:8		REPLACE_VERSE_VALUES						FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	REV	14	20	REV 14:20		REPLACE_VERSE_VALUES					1600	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	REV	4	7	REV 4:7		REPLACE_VERSE_VALUES					1;2;3;4	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	REV	9	16	REV 9:16		REPLACE_VERSE_VALUES					200000000	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
FINAL_OL_VERSE_OVERRIDE	ZEC	14	4	ZEC 14:4		REPLACE_VERSE_VALUES					1/2;1/2	FINAL_COVERAGE_SEMANTIC_OVERRIDE	Corpus-wide lexical/structural audit correction applied on real OL coordinate before Western .vrs mapping.	CONFIRMED
NIV_SEMANTIC_OVERRIDE	2SA	24	13			NORMALIZE_NIV_SEMANTIC_VALUES					3;3;3	NIV_PARSER_SEMANTIC_OVERRIDE	English parser cannot safely infer this compound/fraction/discourse semantic from surface tokens alone.	CONFIRMED
NIV_SEMANTIC_OVERRIDE	EXO	25	10			NORMALIZE_NIV_SEMANTIC_VALUES					5/2;3/2;3/2	NIV_PARSER_SEMANTIC_OVERRIDE	English parser cannot safely infer this compound/fraction/discourse semantic from surface tokens alone.	CONFIRMED
NIV_SEMANTIC_OVERRIDE	HEB	7	8			NORMALIZE_NIV_SEMANTIC_VALUES					1;1/10	NIV_PARSER_SEMANTIC_OVERRIDE	English parser cannot safely infer this compound/fraction/discourse semantic from surface tokens alone.	CONFIRMED
NIV_SEMANTIC_OVERRIDE	HEB	7	9			NORMALIZE_NIV_SEMANTIC_VALUES					1;1/10;1/10	NIV_PARSER_SEMANTIC_OVERRIDE	English parser cannot safely infer this compound/fraction/discourse semantic from surface tokens alone.	CONFIRMED
NIV_SEMANTIC_OVERRIDE	REV	9	16			NORMALIZE_NIV_SEMANTIC_VALUES					200000000	NIV_PARSER_SEMANTIC_OVERRIDE	English parser cannot safely infer this compound/fraction/discourse semantic from surface tokens alone.	CONFIRMED
