OL_REF	LANG	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	DIGIT_VALUE	ORIGIN	OL_TEXT
1CH 7:11	HEB	1	9	שִׁבְעָֽה עָשָׂ֥ר אֶ֙לֶף֙ וּמָאתַ֔יִם	17200	RAW_PARSER	כָּל־אֵ֜לֶּה בְּנֵ֤י יְדִֽיעֲאֵל֙ לְרָאשֵׁ֣י הָאָב֔וֹת גִּבּוֹרֵ֖י חֲיָלִ֑ים שִׁבְעָֽה־עָשָׂ֥ר אֶ֙לֶף֙ וּמָאתַ֔יִם יֹצְאֵ֥י צָבָ֖א לַמִּלְחָמָֽה׃
1CH 7:15	HEB	1	10	הַשֵּׁנִ֖י	2	RAW_PARSER	וּמָכִ֞יר לָקַ֤ח אִשָּׁה֙ לְחֻפִּ֣ים וּלְשֻׁפִּ֔ים וְשֵׁ֤ם אֲחֹתוֹ֙ מַעֲכָ֔ה וְשֵׁ֥ם הַשֵּׁנִ֖י צְלָפְחָ֑ד וַתִּהְיֶ֥נָה לִצְלָפְחָ֖ד בָּנֽוֹת׃
1CH 7:40	HEB	1	18	עֶשְׂרִ֥ים וְשִׁשָּׁ֖ה אָֽלֶף׃	26000	RAW_PARSER	כָּל־אֵ֣לֶּה בְנֵי־אָ֠שֵׁר רָאשֵׁ֨י בֵית־הָאָב֤וֹת בְּרוּרִים֙ גִּבּוֹרֵ֣י חֲיָלִ֔ים רָאשֵׁ֖י הַנְּשִׂיאִ֑ים וְהִתְיַחְשָׂ֤ם בַּצָּבָא֙ בַּמִּלְחָמָ֔ה מִסְפָּרָ֣ם אֲנָשִׁ֔ים עֶשְׂרִ֥ים וְשִׁשָּׁ֖ה אָֽלֶף׃ ס
1CH 8:1	HEB	1	7	הַשֵּׁנִ֔י	2	RAW_PARSER	וּבִ֨נְיָמִ֔ן הוֹלִ֖יד אֶת־בֶּ֣לַע בְּכֹר֑וֹ אַשְׁבֵּל֙ הַשֵּׁנִ֔י וְאַחְרַ֖ח הַשְּׁלִישִֽׁי׃
1CH 8:1	HEB	2	9	הַשְּׁלִישִֽׁי׃	3	RAW_PARSER	וּבִ֨נְיָמִ֔ן הוֹלִ֖יד אֶת־בֶּ֣לַע בְּכֹר֑וֹ אַשְׁבֵּל֙ הַשֵּׁנִ֔י וְאַחְרַ֖ח הַשְּׁלִישִֽׁי׃
1CH 8:2	HEB	1	2	הָֽרְבִיעִ֔י	4	RAW_PARSER	נוֹחָה֙ הָֽרְבִיעִ֔י וְרָפָ֖א הַחֲמִישִֽׁי׃ ס
1CH 8:2	HEB	2	4	הַחֲמִישִֽׁי׃	5	RAW_PARSER	נוֹחָה֙ הָֽרְבִיעִ֔י וְרָפָ֖א הַחֲמִישִֽׁי׃ ס
1CH 8:38	HEB	1	2	שִׁשָּׁ֣ה	6	RAW_PARSER	וּלְאָצֵל֮ שִׁשָּׁ֣ה בָנִים֒ וְאֵ֣לֶּה שְׁמוֹתָ֗ם עַזְרִיקָ֥ם_׀ בֹּ֙כְרוּ֙ וְיִשְׁמָעֵ֣אל וּשְׁעַרְיָ֔ה וְעֹבַדְיָ֖ה וְחָנָ֑ן כָּל־אֵ֖לֶּה בְּנֵ֥י אָצַֽל׃
1CH 8:39	HEB	1	7	הַשֵּׁנִ֔י	2	RAW_PARSER	וּבְנֵ֖י עֵ֣שֶׁק אָחִ֑יו אוּלָ֣ם בְּכֹר֔וֹ יְעוּשׁ֙ הַשֵּׁנִ֔י וֽ͏ֶאֱלִיפֶ֖לֶט הַשְּׁלִשִֽׁי׃
1CH 8:40	HEB	1	13	מֵאָ֖ה וַחֲמִשִּׁ֑ים	150	RAW_PARSER	וַֽיִּהְי֣וּ בְנֵי־א֠וּלָם אֲנָשִׁ֨ים גִּבֹּרֵי־חַ֜יִל דֹּ֣רְכֵי קֶ֗שֶׁת וּמַרְבִּ֤ים בָּנִים֙ וּבְנֵ֣י בָנִ֔ים מֵאָ֖ה וַחֲמִשִּׁ֑ים כָּל־אֵ֖לֶּה מִבְּנֵ֥י בִנְיָמִֽן׃ פ
1CH 9:2	HEB	1	2	הָרִ֣אשֹׁנִ֔ים	1	RAW_PARSER	וְהַיּוֹשְׁבִים֙ הָרִ֣אשֹׁנִ֔ים אֲשֶׁ֥ר בַּאֲחֻזָּתָ֖ם בְּעָרֵיהֶ֑ם יִשְׂרָאֵל֙ הַכֹּ֣הֲנִ֔ים הַלְוִיִּ֖ם וְהַנְּתִינִֽים׃
1CH 9:6	HEB	1	6	שֵׁשׁ מֵא֥וֹת וְתִשְׁעִֽים׃	690	RAW_PARSER	וּמִן־בְּנֵי־זֶ֖רַח יְעוּאֵ֑ל וַאֲחֵיהֶ֖ם שֵׁשׁ־מֵא֥וֹת וְתִשְׁעִֽים׃
1CH 9:9	HEB	1	3	תְּשַׁ֥ע מֵא֖וֹת וַחֲמִשִּׁ֣ים וְשִׁשָּׁ֑ה	956	RAW_PARSER	וַאֲחֵיהֶם֙ לְתֹ֣לְדוֹתָ֔ם תְּשַׁ֥ע מֵא֖וֹת וַחֲמִשִּׁ֣ים וְשִׁשָּׁ֑ה כָּל־אֵ֣לֶּה אֲנָשִׁ֔ים רָאשֵׁ֥י אָב֖וֹת לְבֵ֥ית אֲבֹתֵיהֶֽם׃ ס
1CH 9:13	HEB	1	5	אֶ֕לֶף וּשְׁבַ֥ע מֵא֖וֹת וְשִׁשִּׁ֑ים	1760	RAW_PARSER	וַאֲחֵיהֶ֗ם רָאשִׁים֙ לְבֵ֣ית אֲבוֹתָ֔ם אֶ֕לֶף וּשְׁבַ֥ע מֵא֖וֹת וְשִׁשִּׁ֑ים גִּבּ֣וֹרֵי חֵ֔יל מְלֶ֖אכֶת עֲבוֹדַ֥ת בֵּית־הָאֱלֹהִֽים׃
1CH 9:22	HEB	1	5	מָאתַ֖יִם וּשְׁנֵ֣ים עָשָׂ֑ר	212	RAW_PARSER	כֻּלָּ֤ם הַבְּרוּרִים֙ לְשֹׁעֲרִ֣ים בַּסִּפִּ֔ים מָאתַ֖יִם וּשְׁנֵ֣ים עָשָׂ֑ר הֵ֤מָּה בְחַצְרֵיהֶם֙ הִתְיַחְשָׂ֔ם הֵ֣מָּה יִסַּ֥ד דָּוִ֛יד וּשְׁמוּאֵ֥ל הָרֹאֶ֖ה בֶּאֱמוּנָתָֽם׃
1CH 9:24	HEB	1	1	לְאַרְבַּ֣ע	4	RAW_PARSER	לְאַרְבַּ֣ע רוּח֔וֹת יִהְי֖וּ הַשֹּׁעֲרִ֑ים מִזְרָ֥ח יָ֖מָּה צָפ֥וֹנָה וָנֶֽגְבָּה׃
1CH 9:25	HEB	1	4	לְשִׁבְעַ֧ת	7	RAW_PARSER	וַאֲחֵיהֶ֨ם בְּחַצְרֵיהֶ֜ם לָב֨וֹא לְשִׁבְעַ֧ת הַיָּמִ֛ים מֵעֵ֥ת אֶל־עֵ֖ת עִם־אֵֽלֶּה׃
1CH 9:26	HEB	1	4	אַרְבַּ֙עַת֙	4	RAW_PARSER	כִּ֣י בֶאֱמוּנָ֞ה הֵ֗מָּה אַרְבַּ֙עַת֙ גִּבֹּרֵ֣י הַשֹּׁעֲרִ֔ים הֵ֖ם הַלְוִיִּ֑ם וְהָיוּ֙ עַל־הַלְּשָׁכ֔וֹת וְעַ֥ל הָאֹצְר֖וֹת בֵּ֥ית הָאֱלֹהִֽים׃
1CH 9:44	HEB	1	2	שִׁשָּׁ֣ה	6	RAW_PARSER	וּלְאָצֵל֮ שִׁשָּׁ֣ה בָנִים֒ וְאֵ֣לֶּה שְׁמוֹתָ֗ם עַזְרִיקָ֥ם_׀ בֹּ֙כְרוּ֙ וְיִשְׁמָעֵ֣אל וּשְׁעַרְיָ֔ה וְעֹבַדְיָ֖ה וְחָנָ֑ן אֵ֖לֶּה בְּנֵ֥י אָצַֽל׃ פ
1CH 10:6	HEB	1	3	וּשְׁלֹ֣שֶׁת	3	RAW_PARSER	וַיָּ֤מָת שָׁאוּל֙ וּשְׁלֹ֣שֶׁת בָּנָ֔יו וְכָל־בֵּית֖וֹ יַחְדָּ֥ו מֵֽתוּ׃
1CH 10:12	HEB	1	21	שִׁבְעַ֥ת	7	RAW_PARSER	וַיָּקוּמוּ֮ כָּל־אִ֣ישׁ חַיִל֒ וַיִּשְׂא֞וּ אֶת־גּוּפַ֣ת שָׁא֗וּל וְאֵת֙ גּוּפֹ֣ת בָּנָ֔יו וַיְבִיא֖וּם יָבֵ֑ישָׁה וַיִּקְבְּר֨וּ אֶת־עַצְמוֹתֵיהֶ֜ם תַּ֤חַת הָאֵלָה֙ בְּיָבֵ֔שׁ וַיָּצ֖וּמוּ שִׁבְעַ֥ת יָמִֽים׃
1CH 11:6	HEB	1	6	בָּרִ֣אשׁוֹנָ֔ה	1	RAW_PARSER	וַיֹּ֣אמֶר דָּוִ֔יד כָּל־מַכֵּ֤ה יְבוּסִי֙ בָּרִ֣אשׁוֹנָ֔ה יִהְיֶ֥ה לְרֹ֖אשׁ וּלְשָׂ֑ר וַיַּ֧עַל בָּרִאשׁוֹנָ֛ה יוֹאָ֥ב בֶּן־צְרוּיָ֖ה וַיְהִ֥י לְרֹֽאשׁ׃
1CH 11:6	HEB	2	6	בָּרִאשׁוֹנָ֛ה	1	RAW_PARSER	וַיֹּ֣אמֶר דָּוִ֔יד כָּל־מַכֵּ֤ה יְבוּסִי֙ בָּרִ֣אשׁוֹנָ֔ה יִהְיֶ֥ה לְרֹ֖אשׁ וּלְשָׂ֑ר וַיַּ֧עַל בָּרִאשׁוֹנָ֛ה יוֹאָ֥ב בֶּן־צְרוּיָ֖ה וַיְהִ֥י לְרֹֽאשׁ׃
1CH 11:11	HEB	1	17	שְׁלֹשׁ מֵא֥וֹת	300	RAW_PARSER	וְאֵ֛לֶּה מִסְפַּ֥ר הַגִּבֹּרִ֖ים אֲשֶׁ֣ר לְדָוִ֑יד יָשָׁבְעָ֣ם בֶּן־חַכְמוֹנִ֗י רֹ֚אשׁ *הַשְּׁלוֹשִׁים **הַשָּׁ֣לִישִׁ֔ים הֽוּא־עוֹרֵ֧ר אֶת־חֲנִית֛וֹ עַל־שְׁלֹשׁ־מֵא֥וֹת חָלָ֖ל בְּפַ֥עַם אֶחָֽת׃
1CH 11:11	HEB	2	21	אֶחָֽת׃	1	RAW_PARSER	וְאֵ֛לֶּה מִסְפַּ֥ר הַגִּבֹּרִ֖ים אֲשֶׁ֣ר לְדָוִ֑יד יָשָׁבְעָ֣ם בֶּן־חַכְמוֹנִ֗י רֹ֚אשׁ *הַשְּׁלוֹשִׁים **הַשָּׁ֣לִישִׁ֔ים הֽוּא־עוֹרֵ֧ר אֶת־חֲנִית֛וֹ עַל־שְׁלֹשׁ־מֵא֥וֹת חָלָ֖ל בְּפַ֥עַם אֶחָֽת׃
1CH 11:12	HEB	1	7	בִּשְׁלוֹשָׁ֥ה	3	RAW_PARSER	וְאַחֲרָ֛יו אֶלְעָזָ֥ר בֶּן־דּוֹד֖וֹ הָאֲחוֹחִ֑י ה֖וּא בִּשְׁלוֹשָׁ֥ה הַגִּבֹּרִֽים׃
1CH 11:15	HEB	1	2	שְֽׁלוֹשָׁה֩	3	RAW_PARSER	וַיֵּרְד֡וּ שְֽׁלוֹשָׁה֩ מִן־הַשְּׁלוֹשִׁ֨ים רֹ֤אשׁ עַל־הַצֻּר֙ אֶל־דָּוִ֔יד אֶל־מְעָרַ֖ת עֲדֻלָּ֑ם וּמַחֲנֵ֣ה פְלִשְׁתִּ֔ים חֹנָ֖ה בְּעֵ֥מֶק רְפָאִֽים׃
1CH 11:15	HEB	2	4	הַשְּׁלוֹשִׁ֨ים	30	RAW_PARSER	וַיֵּרְד֡וּ שְֽׁלוֹשָׁה֩ מִן־הַשְּׁלוֹשִׁ֨ים רֹ֤אשׁ עַל־הַצֻּר֙ אֶל־דָּוִ֔יד אֶל־מְעָרַ֖ת עֲדֻלָּ֑ם וּמַחֲנֵ֣ה פְלִשְׁתִּ֔ים חֹנָ֖ה בְּעֵ֥מֶק רְפָאִֽים׃
1CH 11:18	HEB	1	2	הַשְּׁלֹשָׁ֜ה	3	RAW_PARSER	וַיִּבְקְע֨וּ הַשְּׁלֹשָׁ֜ה בְּמַחֲנֵ֣ה פְלִשְׁתִּ֗ים וַיִּֽשְׁאֲבוּ־מַ֙יִם֙ מִבּ֤וֹר בֵּֽית־לֶ֙חֶם֙ אֲשֶׁ֣ר בַּשַּׁ֔עַר וַיִּשְׂא֖וּ וַיָּבִ֣אוּ אֶל־דָּוִ֑יד וְלֹֽא־אָבָ֤ה דָוִיד֙ לִשְׁתּוֹתָ֔ם וַיְנַסֵּ֥ךְ אֹתָ֖ם לַיהוָֽה׃
1CH 11:19	HEB	1	20	שְׁלֹ֖שֶׁת	3	RAW_PARSER	וַיֹּ֡אמֶר חָלִילָה֩ לִּ֨י מֵאֱלֹהַ֜י מֵעֲשׂ֣וֹת זֹ֗את הֲדַ֣ם הָאֲנָשִׁים֩ הָאֵ֨לֶּה אֶשְׁתֶּ֤ה בְנַפְשׁוֹתָם֙ כִּ֣י בְנַפְשׁוֹתָ֣ם הֱבִיא֔וּם וְלֹ֥א אָבָ֖ה לִשְׁתּוֹתָ֑ם אֵ֣לֶּה עָשׂ֔וּ שְׁלֹ֖שֶׁת הַגִּבּוֹרִֽים׃
1CH 11:20	HEB	1	7	הַשְּׁלוֹשָׁ֔ה	3	RAW_PARSER	וְאַבְשַׁ֣י אֲחִֽי־יוֹאָ֗ב ה֤וּא הָיָה֙ רֹ֣אשׁ הַשְּׁלוֹשָׁ֔ה וְהוּא֙ עוֹרֵ֣ר אֶת־חֲנִית֔וֹ עַל־שְׁלֹ֥שׁ מֵא֖וֹת חָלָ֑ל *וְלֹא־ **וְלוֹ־שֵׁ֖ם בַּשְּׁלוֹשָֽׁה׃
1CH 11:20	HEB	2	13	שְׁלֹ֥שׁ מֵא֖וֹת	300	RAW_PARSER	וְאַבְשַׁ֣י אֲחִֽי־יוֹאָ֗ב ה֤וּא הָיָה֙ רֹ֣אשׁ הַשְּׁלוֹשָׁ֔ה וְהוּא֙ עוֹרֵ֣ר אֶת־חֲנִית֔וֹ עַל־שְׁלֹ֥שׁ מֵא֖וֹת חָלָ֑ל *וְלֹא־ **וְלוֹ־שֵׁ֖ם בַּשְּׁלוֹשָֽׁה׃
1CH 11:20	HEB	3	19	בַּשְּׁלוֹשָֽׁה׃	3	RAW_PARSER	וְאַבְשַׁ֣י אֲחִֽי־יוֹאָ֗ב ה֤וּא הָיָה֙ רֹ֣אשׁ הַשְּׁלוֹשָׁ֔ה וְהוּא֙ עוֹרֵ֣ר אֶת־חֲנִית֔וֹ עַל־שְׁלֹ֥שׁ מֵא֖וֹת חָלָ֑ל *וְלֹא־ **וְלוֹ־שֵׁ֖ם בַּשְּׁלוֹשָֽׁה׃
1CH 11:21	HEB	1	2	הַשְּׁלוֹשָׁ֤ה	3	RAW_PARSER	מִן־הַשְּׁלוֹשָׁ֤ה בַשְּׁנַ֙יִם֙ נִכְבָּ֔ד וַיְהִ֥י לָהֶ֖ם לְשָׂ֑ר וְעַד־הַשְּׁלוֹשָׁ֖ה לֹֽא־בָֽא׃ ס
1CH 11:21	HEB	2	2	הַשְּׁלוֹשָׁ֖ה	3	RAW_PARSER	מִן־הַשְּׁלוֹשָׁ֤ה בַשְּׁנַ֙יִם֙ נִכְבָּ֔ד וַיְהִ֥י לָהֶ֖ם לְשָׂ֑ר וְעַד־הַשְּׁלוֹשָׁ֖ה לֹֽא־בָֽא׃ ס
1CH 11:21	HEB	3	3	בַשְּׁנַ֙יִם֙	2	COVERAGE_ADD	מִן־הַשְּׁלוֹשָׁ֤ה בַשְּׁנַ֙יִם֙ נִכְבָּ֔ד וַיְהִ֥י לָהֶ֖ם לְשָׂ֑ר וְעַד־הַשְּׁלוֹשָׁ֖ה לֹֽא־בָֽא׃ ס
1CH 11:22	HEB	1	14	שְׁנֵ֤י	2	RAW_PARSER	בְּנָיָ֨ה בֶן־יְהוֹיָדָ֧ע בֶּן־אִֽישׁ־חַ֛יִל רַב־פְּעָלִ֖ים מִֽן־קַבְצְאֵ֑ל ה֣וּא הִכָּ֗ה אֵ֣ת שְׁנֵ֤י אֲרִיאֵל֙ מוֹאָ֔ב וְ֠הוּא יָרַ֞ד וְהִכָּ֧ה אֶֽת־הָאֲרִ֛י בְּת֥וֹךְ הַבּ֖וֹר בְּי֥וֹם הַשָּֽׁלֶג׃
1CH 11:23	HEB	1	8	חָמֵ֣שׁ	5	RAW_PARSER	וְהֽוּא־הִכָּה֩ אֶת־הָאִ֨ישׁ הַמִּצְרִ֜י אִ֥ישׁ מִדָּ֣ה_׀ חָמֵ֣שׁ בָּאַמָּ֗ה וּבְיַ֨ד הַמִּצְרִ֤י חֲנִית֙ כִּמְנ֣וֹר אֹרְגִ֔ים וַיֵּ֥רֶד אֵלָ֖יו בַּשָּׁ֑בֶט וַיִּגְזֹ֤ל אֶֽת־הַחֲנִית֙ מִיַּ֣ד הַמִּצְרִ֔י וַיַּהַרְגֵ֖הוּ בַּחֲנִיתֽוֹ׃
1CH 11:24	HEB	1	8	בִּשְׁלוֹשָׁ֥ה	3	RAW_PARSER	אֵ֣לֶּה עָשָׂ֔ה בְּנָיָ֖הוּ בֶּן־יְהוֹיָדָ֑ע וְלוֹ־שֵׁ֖ם בִּשְׁלוֹשָׁ֥ה הַגִּבֹּרִֽים׃
1CH 11:25	HEB	1	2	הַשְּׁלוֹשִׁ֗ים	30	RAW_PARSER	מִן־הַשְּׁלוֹשִׁ֗ים הִנּ֤וֹ נִכְבָּד֙ ה֔וּא וְאֶל־הַשְּׁלוֹשָׁ֖ה לֹא־בָ֑א וַיְשִׂימֵ֥הוּ דָוִ֖יד עַל־מִשְׁמַעְתּֽוֹ׃ ס
1CH 11:25	HEB	2	7	הַשְּׁלוֹשָׁ֖ה	3	RAW_PARSER	מִן־הַשְּׁלוֹשִׁ֗ים הִנּ֤וֹ נִכְבָּד֙ ה֔וּא וְאֶל־הַשְּׁלוֹשָׁ֖ה לֹא־בָ֑א וַיְשִׂימֵ֥הוּ דָוִ֖יד עַל־מִשְׁמַעְתּֽוֹ׃ ס
1CH 11:42	HEB	1	8	שְׁלוֹשִֽׁים׃	30	RAW_PARSER	עֲדִינָ֨א בֶן־שִׁיזָ֜א הָרֽאוּבֵנִ֗י רֹ֛אשׁ לָרֽאוּבֵנִ֖י וְעָלָ֥יו שְׁלוֹשִֽׁים׃ ס
1CH 12:4	HEB	1	4	בַּשְּׁלֹשִׁ֖ים	30	RAW_PARSER	וְיִֽשְׁמַֽעְיָ֧ה הַגִּבְעוֹנִ֛י גִּבּ֥וֹר בַּשְּׁלֹשִׁ֖ים וְעַל־הַשְּׁלֹשִֽׁים׃
1CH 12:4	HEB	2	6	הַשְּׁלֹשִֽׁים׃	30	RAW_PARSER	וְיִֽשְׁמַֽעְיָ֧ה הַגִּבְעוֹנִ֛י גִּבּ֥וֹר בַּשְּׁלֹשִׁ֖ים וְעַל־הַשְּׁלֹשִֽׁים׃
1CH 12:10	HEB	1	4	הַשֵּׁנִ֔י	2	RAW_PARSER	עֵ֖זֶר הָרֹ֑אשׁ עֹבַדְיָה֙ הַשֵּׁנִ֔י אֱלִיאָ֖ב הַשְּׁלִשִֽׁי׃
1CH 12:11	HEB	1	2	הָרְבִיעִ֔י	4	RAW_PARSER	מִשְׁמַנָּה֙ הָרְבִיעִ֔י יִרְמְיָ֖ה הַחֲמִשִֽׁי׃
1CH 12:12	HEB	1	2	הַשִּׁשִּׁ֔י	6	RAW_PARSER	עַתַּי֙ הַשִּׁשִּׁ֔י אֱלִיאֵ֖ל הַשְּׁבִעִֽי׃
1CH 12:13	HEB	1	2	הַשְּׁמִינִ֔י	8	RAW_PARSER	יֽוֹחָנָן֙ הַשְּׁמִינִ֔י אֶלְזָבָ֖ד הַתְּשִׁיעִֽי׃
1CH 12:13	HEB	2	4	הַתְּשִׁיעִֽי׃	9	RAW_PARSER	יֽוֹחָנָן֙ הַשְּׁמִינִ֔י אֶלְזָבָ֖ד הַתְּשִׁיעִֽי׃
1CH 12:14	HEB	1	2	הָעֲשִׂירִ֔י	10	RAW_PARSER	יִרְמְיָ֙הוּ֙ הָעֲשִׂירִ֔י ס מַכְבַּנַּ֖י עַשְׁתֵּ֥י עָשָֽׂר׃
1CH 12:14	HEB	2	5	עַשְׁתֵּ֥י עָשָֽׂר׃	11	RAW_PARSER	יִרְמְיָ֙הוּ֙ הָעֲשִׂירִ֔י ס מַכְבַּנַּ֖י עַשְׁתֵּ֥י עָשָֽׂר׃
1CH 12:15	HEB	1	6	אֶחָ֤ד לְמֵאָה֙	1	RAW_PARSER	אֵ֥לֶּה מִבְּנֵי־גָ֖ד רָאשֵׁ֣י הַצָּבָ֑א אֶחָ֤ד לְמֵאָה֙ הַקָּטָ֔ן וְהַגָּד֖וֹל לְאָֽלֶף׃
1CH 12:15	HEB	2	6	אֶחָ֤ד לְמֵאָה֙	100	RAW_PARSER	אֵ֥לֶּה מִבְּנֵי־גָ֖ד רָאשֵׁ֣י הַצָּבָ֑א אֶחָ֤ד לְמֵאָה֙ הַקָּטָ֔ן וְהַגָּד֖וֹל לְאָֽלֶף׃
1CH 12:15	HEB	3	10	לְאָֽלֶף׃	1000	RAW_PARSER	אֵ֥לֶּה מִבְּנֵי־גָ֖ד רָאשֵׁ֣י הַצָּבָ֑א אֶחָ֤ד לְמֵאָה֙ הַקָּטָ֔ן וְהַגָּד֖וֹל לְאָֽלֶף׃
1CH 12:16	HEB	1	8	הָרִאשׁ֔וֹן	1	RAW_PARSER	אֵ֣לֶּה הֵ֗ם אֲשֶׁ֨ר עָבְר֤וּ אֶת־הַיַּרְדֵּן֙ בַּחֹ֣דֶשׁ הָרִאשׁ֔וֹן וְה֥וּא מְמַלֵּ֖א עַל־כָּל־*גִּדְיֹתָיו **גְּדוֹתָ֑יו וַיַּבְרִ֙יחוּ֙ אֶת־כָּל־הָ֣עֲמָקִ֔ים לַמִּזְרָ֖ח וְלַֽמַּעֲרָֽב׃ ס
1CH 12:21	HEB	1	15	הָאֲלָפִ֖ים	1000	RAW_PARSER	בְּלֶכְתּ֣וֹ אֶל־צִֽיקְלַ֗ג נָפְל֣וּ עָלָ֣יו_׀ מִֽמְּנַשֶּׁ֡ה עַ֠דְנַח וְיוֹזָבָ֤ד וִידִֽיעֲאֵל֙ וּמִיכָאֵ֣ל וְיוֹזָבָ֔ד וֶאֱלִיה֖וּא וְצִלְּתָ֑י רָאשֵׁ֥י הָאֲלָפִ֖ים אֲשֶׁ֥ר לִמְנַשֶּֽׁה׃
1CH 12:25	HEB	1	6	שֵׁ֧שֶׁת אֲלָפִ֛ים וּשְׁמוֹנֶ֥ה מֵא֖וֹת	6800	RAW_PARSER	בְּנֵ֣י יְהוּדָ֔ה נֹשְׂאֵ֥י צִנָּ֖ה וָרֹ֑מַח שֵׁ֧שֶׁת אֲלָפִ֛ים וּשְׁמוֹנֶ֥ה מֵא֖וֹת חֲלוּצֵ֥י צָבָֽא׃ ס
1CH 12:26	HEB	1	7	שִׁבְעַ֥ת אֲלָפִ֖ים וּמֵאָֽה׃	7100	RAW_PARSER	מִן־בְּנֵ֣י שִׁמְע֗וֹן גִּבּ֤וֹרֵי חַ֙יִל֙ לַצָּבָ֔א שִׁבְעַ֥ת אֲלָפִ֖ים וּמֵאָֽה׃ ס
1CH 12:27	HEB	1	4	אַרְבַּ֥עַת אֲלָפִ֖ים וְשֵׁ֥שׁ מֵאֽוֹת׃	4600	RAW_PARSER	מִן־בְּנֵי֙ הַלֵּוִ֔י אַרְבַּ֥עַת אֲלָפִ֖ים וְשֵׁ֥שׁ מֵאֽוֹת׃ ס
1CH 12:28	HEB	1	5	שְׁלֹ֥שֶׁת אֲלָפִ֖ים וּשְׁבַ֥ע מֵאֽוֹת׃	3700	RAW_PARSER	וִיהוֹיָדָ֖ע הַנָּגִ֣יד לְאַהֲרֹ֑ן וְעִמּ֕וֹ שְׁלֹ֥שֶׁת אֲלָפִ֖ים וּשְׁבַ֥ע מֵאֽוֹת׃ ס
1CH 12:29	HEB	1	8	עֶשְׂרִ֥ים וּשְׁנָֽיִם׃	22	RAW_PARSER	וְצָד֥וֹק נַ֖עַר גִּבּ֣וֹר חָ֑יִל וּבֵית־אָבִ֥יו שָׂרִ֖ים עֶשְׂרִ֥ים וּשְׁנָֽיִם׃ ס
1CH 12:30	HEB	1	6	שְׁלֹ֣שֶׁת אֲלָפִ֑ים	3000	RAW_PARSER	וּמִן־בְּנֵ֧י בִנְיָמִ֛ן אֲחֵ֥י שָׁא֖וּל שְׁלֹ֣שֶׁת אֲלָפִ֑ים וְעַד־הֵ֙נָּה֙ מַרְבִּיתָ֔ם שֹׁמְרִ֕ים מִשְׁמֶ֖רֶת בֵּ֥ית שָׁאֽוּל׃ ס
1CH 12:31	HEB	1	4	עֶשְׂרִ֥ים אֶ֖לֶף וּשְׁמוֹנֶ֣ה מֵא֑וֹת	20800	RAW_PARSER	וּמִן־בְּנֵ֣י אֶפְרַ֔יִם עֶשְׂרִ֥ים אֶ֖לֶף וּשְׁמוֹנֶ֣ה מֵא֑וֹת גִּבּ֣וֹרֵי חַ֔יִל אַנְשֵׁ֥י שֵׁמ֖וֹת לְבֵ֥ית אֲבוֹתָֽם׃ ס
1CH 12:32	HEB	1	1	וּמֵחֲצִי֙	1/2	RAW_PARSER	וּמֵחֲצִי֙ מַטֵּ֣ה מְנַשֶּׁ֔ה שְׁמוֹנָ֥ה עָשָׂ֖ר אָ֑לֶף אֲשֶׁ֤ר נִקְּבוּ֙ בְּשֵׁמ֔וֹת לָב֖וֹא לְהַמְלִ֥יךְ אֶת־דָּוִֽיד׃ ס
1CH 12:32	HEB	2	4	שְׁמוֹנָ֥ה עָשָׂ֖ר אָ֑לֶף	18000	RAW_PARSER	וּמֵחֲצִי֙ מַטֵּ֣ה מְנַשֶּׁ֔ה שְׁמוֹנָ֥ה עָשָׂ֖ר אָ֑לֶף אֲשֶׁ֤ר נִקְּבוּ֙ בְּשֵׁמ֔וֹת לָב֖וֹא לְהַמְלִ֥יךְ אֶת־דָּוִֽיד׃ ס
1CH 12:33	HEB	1	11	מָאתַ֔יִם	200	RAW_PARSER	וּמִבְּנֵ֣י יִשָּׂשכָ֗ר יוֹדְעֵ֤י בִינָה֙ לַֽעִתִּ֔ים לָדַ֖עַת מַה־יַּעֲשֶׂ֣ה יִשְׂרָאֵ֑ל רָאשֵׁיהֶ֣ם מָאתַ֔יִם וְכָל־אֲחֵיהֶ֖ם עַל־פִּיהֶֽם׃ ס
1CH 12:34	HEB	1	9	חֲמִשִּׁ֣ים אָ֑לֶף	50000	RAW_PARSER	מִזְּבֻל֞וּן יוֹצְאֵ֣י צָבָ֗א עֹרְכֵ֧י מִלְחָמָ֛ה בְּכָל־כְּלֵ֥י מִלְחָמָ֖ה חֲמִשִּׁ֣ים אָ֑לֶף וְלַעֲדֹ֖ר בְּלֹא־לֵ֥ב וָלֵֽב׃ ס
1CH 12:35	HEB	1	3	אָ֑לֶף	1000	RAW_PARSER	וּמִנַּפְתָּלִ֖י שָׂרִ֣ים אָ֑לֶף וְעִמָּהֶם֙ בְּצִנָּ֣ה וַחֲנִ֔ית שְׁלֹשִׁ֥ים וְשִׁבְעָ֖ה אָֽלֶף׃ ס
1CH 12:35	HEB	2	7	שְׁלֹשִׁ֥ים וְשִׁבְעָ֖ה אָֽלֶף׃	37000	RAW_PARSER	וּמִנַּפְתָּלִ֖י שָׂרִ֣ים אָ֑לֶף וְעִמָּהֶם֙ בְּצִנָּ֣ה וַחֲנִ֔ית שְׁלֹשִׁ֥ים וְשִׁבְעָ֖ה אָֽלֶף׃ ס
