BK	CH	VS	OL_REF	LANG	TOKEN_NO	TOKEN	CANON_TOKEN	ATOM_VALUE	ATOM_TYPE	STATUS	REASON	SEED_LEXEME_OCCURRENCES	OL_TEXT	COVERAGE_CLASS	SEMANTIC_VALUE	AUDIT_REASON
EZK	45	13	EZK 45:13	HEB	9	וְשִׁשִּׁיתֶם֙	וְשִׁשִּׁיתֶם	6	ordinal	NOVEL_NUMERIC_CANDIDATE		0	זֹ֥את הַתְּרוּמָ֖ה אֲשֶׁ֣ר תָּרִ֑ימוּ שִׁשִּׁ֤ית הָֽאֵיפָה֙ מֵחֹ֣מֶר הַֽחִטִּ֔ים וְשִׁשִּׁיתֶם֙ הָֽאֵיפָ֔ה מֵחֹ֖מֶר הַשְּׂעֹרִֽים׃	NUMERIC	1/6	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
EZK	48	8	EZK 48:8	HEB	18	כְּאַחַ֤ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וְעַל֙ גְּב֣וּל יְהוּדָ֔ה מִפְּאַ֥ת קָדִ֖ים עַד־פְּאַת־יָ֑מָּה תִּהְיֶ֣ה הַתְּרוּמָ֣ה אֲ‍ֽשֶׁר־תָּרִ֡ימוּ חֲמִשָּׁה֩ וְעֶשְׂרִ֨ים אֶ֜לֶף רֹ֗חַב וְאֹ֜רֶךְ כְּאַחַ֤ד הַחֲלָקִים֙ מִפְּאַ֤ת קָדִ֙ימָה֙ עַד־פְּאַת־יָ֔מָּה וְהָיָ֥ה הַמִּקְדָּ֖שׁ בְּתוֹכֽוֹ׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
EZR	2	64	EZR 2:64	HEB	3	כְּאֶחָ֑ד	כְּאֶחָד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	כָּל־הַקָּהָ֖ל כְּאֶחָ֑ד אַרְבַּ֣ע רִבּ֔וֹא אַלְפַּ֖יִם שְׁלֹשׁ־מֵא֥וֹת שִׁשִּֽׁים׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
EZR	3	9	EZR 3:9	HEB	9	כְּאֶחָ֔ד	כְּאֶחָד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיַּעֲמֹ֣ד יֵשׁ֡וּעַ בָּנָ֣יו וְ֠אֶחָיו קַדְמִיאֵ֨ל וּבָנָ֤יו בְּנֵֽי־יְהוּדָה֙ כְּאֶחָ֔ד לְנַצֵּ֛חַ עַל־עֹשֵׂ֥ה הַמְּלָאכָ֖ה בְּבֵ֣ית הָאֱלֹהִ֑ים ס בְּנֵי֙ חֵֽנָדָ֔ד בְּנֵיהֶ֥ם וַאֲחֵיהֶ֖ם הַלְוִיִּֽם׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
EZR	6	12	EZR 6:12	HEB	13	לְהַשְׁנָיָ֛ה	לְהַשְׁנָיָה	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וֵֽאלָהָ֞א דִּ֣י שַׁכִּ֧ן שְׁמֵ֣הּ תַּמָּ֗ה יְמַגַּ֞ר כָּל־מֶ֤לֶךְ וְעַם֙ דִּ֣י_׀ יִשְׁלַ֣ח יְדֵ֗הּ לְהַשְׁנָיָ֛ה לְחַבָּלָ֛ה בֵּית־אֱלָהָ֥א דֵ֖ךְ דִּ֣י בִירוּשְׁלֶ֑ם אֲנָ֤ה דָרְיָ֙וֶשׁ֙ שָׂ֣מֶת טְעֵ֔ם אָסְפַּ֖רְנָא יִתְעֲבִֽד׃ פ	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
EZR	6	20	EZR 6:20	HEB	5	כְּאֶחָ֖ד	כְּאֶחָד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	כִּ֣י הִֽטַּהֲר֞וּ הַכֹּהֲנִ֧ים וְהַלְוִיִּ֛ם כְּאֶחָ֖ד כֻּלָּ֣ם טְהוֹרִ֑ים וַיִּשְׁחֲט֤וּ הַפֶּ֙סַח֙ לְכָל־בְּנֵ֣י הַגּוֹלָ֔ה וְלַאֲחֵיהֶ֥ם הַכֹּהֲנִ֖ים וְלָהֶֽם׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
EZR	8	22	EZR 8:22	HEB	2	בֹ֗שְׁתִּי	בֹשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	כִּ֣י בֹ֗שְׁתִּי לִשְׁא֤וֹל מִן־הַמֶּ֙לֶךְ֙ חַ֣יִל וּפָרָשִׁ֔ים לְעָזְרֵ֥נוּ מֵאוֹיֵ֖ב בַּדָּ֑רֶךְ כִּֽי־אָמַ֨רְנוּ לַמֶּ֜לֶךְ לֵאמֹ֗ר יַד־אֱלֹהֵ֤ינוּ עַל־כָּל־מְבַקְשָׁיו֙ לְטוֹבָ֔ה וְעֻזּ֣וֹ וְאַפּ֔וֹ עַ֖ל כָּל־עֹזְבָֽיו׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
EZR	9	6	EZR 9:6	HEB	3	בֹּ֣שְׁתִּי	בֹּשְׁתִּי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וָאֹמְרָ֗ה אֱלֹהַי֙ בֹּ֣שְׁתִּי וְנִכְלַ֔מְתִּי לְהָרִ֧ים אֱלֹהַ֛י פָּנַ֖י אֵלֶ֑יךָ כִּ֣י עֲוֺנֹתֵ֤ינוּ רָבוּ֙ לְמַ֣עְלָה רֹּ֔אשׁ וְאַשְׁמָתֵ֥נוּ גָדְלָ֖ה עַ֥ד לַשָּׁמָֽיִם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
EZR	10	40	EZR 10:40	HEB	2	שָׁשַׁ֖י	שָׁשַׁי	6	ordinal	NOVEL_NUMERIC_CANDIDATE		0	מַכְנַדְבַ֥י שָׁשַׁ֖י שָׁרָֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	3	22	GEN 3:22	HEB	7	כְּאַחַ֣ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֣אמֶר_׀ יְהוָ֣ה אֱלֹהִ֗ים הֵ֤ן הָֽאָדָם֙ הָיָה֙ כְּאַחַ֣ד מִמֶּ֔נּוּ לָדַ֖עַת ט֣וֹב וָרָ֑ע וְעַתָּ֣ה_׀ פֶּן־יִשְׁלַ֣ח יָד֗וֹ וְלָקַח֙ גַּ֚ם מֵעֵ֣ץ הַֽחַיִּ֔ים וְאָכַ֖ל וָחַ֥י לְעֹלָֽם׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	8	5	GEN 8:5	HEB	8	בּֽ͏ָעֲשִׂירִי֙	בָּעֲשִׂירִי	10	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וְהַמַּ֗יִם הָיוּ֙ הָל֣וֹךְ וְחָס֔וֹר עַ֖ד הַחֹ֣דֶשׁ הֽ͏ָעֲשִׂירִ֑י בּֽ͏ָעֲשִׂירִי֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ נִרְא֖וּ רָאשֵׁ֥י הֽ͏ֶהָרִֽים׃	NUMERIC	10	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	8	13	GEN 8:13	HEB	6	בּֽ͏ָרִאשׁוֹן֙	בָּרִאשׁוֹן	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וֽ͏ַ֠יְהִי בְּאַחַ֨ת וְשֵׁשׁ־מֵא֜וֹת שָׁנָ֗ה בּֽ͏ָרִאשׁוֹן֙ בְּאֶחָ֣ד לַחֹ֔דֶשׁ חָֽרְב֥וּ הַמַּ֖יִם מֵעַ֣ל הָאָ֑רֶץ וַיָּ֤סַר נֹ֙חַ֙ אֶת־מִכְסֵ֣ה הַתֵּבָ֔ה וַיַּ֕רְא וְהִנֵּ֥ה חֽ͏ָרְב֖וּ פְּנֵ֥י הֽ͏ָאֲדָמָֽה׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	14	23	GEN 14:23	HEB	14	הֶעֱשַׁ֥רְתִּי	הֶעֱשַׁרְתִּי	10	cardinal	NOVEL_NUMERIC_CANDIDATE		0	אִם־מִחוּט֙ וְעַ֣ד שְׂרֽוֹךְ־נַ֔עַל וְאִם־אֶקַּ֖ח מִכָּל־אֲשֶׁר־לָ֑ךְ וְלֹ֣א תֹאמַ֔ר אֲנִ֖י הֶעֱשַׁ֥רְתִּי אֶת־אַבְרָֽם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	15	9	GEN 15:9	HEB	6	מְשֻׁלֶּ֔שֶׁת	מְשֻׁלֶּשֶׁת	3	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֣אמֶר אֵלָ֗יו קְחָ֥ה לִי֙ עֶגְלָ֣ה מְשֻׁלֶּ֔שֶׁת וְעֵ֥ז מְשֻׁלֶּ֖שֶׁת וְאַ֣יִל מְשֻׁלָּ֑שׁ וְתֹ֖ר וְגוֹזָֽל׃	NUMERIC	3	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	15	9	GEN 15:9	HEB	8	מְשֻׁלֶּ֖שֶׁת	מְשֻׁלֶּשֶׁת	3	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֣אמֶר אֵלָ֗יו קְחָ֥ה לִי֙ עֶגְלָ֣ה מְשֻׁלֶּ֔שֶׁת וְעֵ֥ז מְשֻׁלֶּ֖שֶׁת וְאַ֣יִל מְשֻׁלָּ֑שׁ וְתֹ֖ר וְגוֹזָֽל׃	NUMERIC	3	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	15	9	GEN 15:9	HEB	10	מְשֻׁלָּ֑שׁ	מְשֻׁלָּשׁ	3	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֣אמֶר אֵלָ֗יו קְחָ֥ה לִי֙ עֶגְלָ֣ה מְשֻׁלֶּ֔שֶׁת וְעֵ֥ז מְשֻׁלֶּ֖שֶׁת וְאַ֣יִל מְשֻׁלָּ֑שׁ וְתֹ֖ר וְגוֹזָֽל׃	NUMERIC	3	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	26	3	GEN 26:3	HEB	17	הַשְּׁבֻעָ֔ה	הַשְּׁבֻעָה	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	גּ֚וּר בָּאָ֣רֶץ הַזֹּ֔את וְאֶֽהְיֶ֥ה עִמְּךָ֖ וַאֲבָרְכֶ֑ךָּ כִּֽי־לְךָ֣ וּֽלְזַרְעֲךָ֗ אֶתֵּן֙ אֶת־כָּל־הָֽאֲרָצֹ֣ת הָאֵ֔ל וַהֲקִֽמֹתִי֙ אֶת־הַשְּׁבֻעָ֔ה אֲשֶׁ֥ר נִשְׁבַּ֖עְתִּי לְאַבְרָהָ֥ם אָבִֽיךָ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	28	19	GEN 28:19	HEB	12	לָרִאשֹׁנָֽה׃	לָרִאשֹׁנָה	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיִּקְרָ֛א אֶת־שֵֽׁם־הַמָּק֥וֹם הַה֖וּא בֵּֽית־אֵ֑ל וְאוּלָ֛ם ל֥וּז שֵׁם־הָעִ֖יר לָרִאשֹׁנָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	31	37	GEN 31:37	HEB	2	מִשַּׁ֣שְׁתָּ	מִשַּׁשְׁתָּ	6	cardinal	NOVEL_NUMERIC_CANDIDATE		0	כִּֽי־מִשַּׁ֣שְׁתָּ אֶת־כָּל־כֵּלַ֗י מַה־מָּצָ֙אתָ֙ מִכֹּ֣ל כְּלֵי־בֵיתֶ֔ךָ שִׂ֣ים כֹּ֔ה נֶ֥גֶד אַחַ֖י וְאַחֶ֑יךָ וְיוֹכִ֖יחוּ בֵּ֥ין שְׁנֵֽינוּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	41	29	GEN 41:29	HEB	5	שָׂבָ֥ע	שָׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	הִנֵּ֛ה שֶׁ֥בַע שָׁנִ֖ים בָּא֑וֹת שָׂבָ֥ע גָּד֖וֹל בְּכָל־אֶ֥רֶץ מִצְרָֽיִם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	41	30	GEN 41:30	HEB	8	הַשָּׂבָ֖ע	הַשָּׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וְ֠קָמוּ שֶׁ֜בַע שְׁנֵ֤י רָעָב֙ אַחֲרֵיהֶ֔ן וְנִשְׁכַּ֥ח כָּל־הַשָּׂבָ֖ע בְּאֶ֣רֶץ מִצְרָ֑יִם וְכִלָּ֥ה הָרָעָ֖ב אֶת־הָאָֽרֶץ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	41	31	GEN 41:31	HEB	3	הַשָּׂבָע֙	הַשָּׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וְלֹֽא־יִוָּדַ֤ע הַשָּׂבָע֙ בָּאָ֔רֶץ מִפְּנֵ֛י הָרָעָ֥ב הַה֖וּא אַחֲרֵי־כֵ֑ן כִּֽי־כָבֵ֥ד ה֖וּא מְאֹֽד׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	41	34	GEN 41:34	HEB	7	וְחִמֵּשׁ֙	וְחִמֵּשׁ	5	cardinal	NOVEL_NUMERIC_CANDIDATE		0	יַעֲשֶׂ֣ה פַרְעֹ֔ה וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃	NUMERIC	1/5	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	41	34	GEN 41:34	HEB	13	הַשָּׂבָֽע׃	הַשָּׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	יַעֲשֶׂ֣ה פַרְעֹ֔ה וְיַפְקֵ֥ד פְּקִדִ֖ים עַל־הָאָ֑רֶץ וְחִמֵּשׁ֙ אֶת־אֶ֣רֶץ מִצְרַ֔יִם בְּשֶׁ֖בַע שְׁנֵ֥י הַשָּׂבָֽע׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	41	47	GEN 41:47	HEB	5	הַשָּׂבָ֑ע	הַשָּׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַתַּ֣עַשׂ הָאָ֔רֶץ בְּשֶׁ֖בַע שְׁנֵ֣י הַשָּׂבָ֑ע לִקְמָצִֽים׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	41	53	GEN 41:53	HEB	4	הַשָּׂבָ֑ע	הַשָּׂבָע	7	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַתִּכְלֶ֕ינָה שֶׁ֖בַע שְׁנֵ֣י הַשָּׂבָ֑ע אֲשֶׁ֥ר הָיָ֖ה בְּאֶ֥רֶץ מִצְרָֽיִם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	49	12	GEN 49:12	HEB	5	שִׁנַּ֖יִם	שִׁנַּיִם	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	חַכְלִילִ֥י עֵינַ֖יִם מִיָּ֑יִן וּלְבֶן־שִׁנַּ֖יִם מֵחָלָֽב׃ פ	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	49	16	GEN 49:16	HEB	4	כְּאַחַ֖ד	כְּאַחַד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	דָּ֖ן יָדִ֣ין עַמּ֑וֹ כְּאַחַ֖ד שִׁבְטֵ֥י יִשְׂרָאֵֽל׃	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
GEN	49	20	GEN 49:20	HEB	2	שְׁמֵנָ֣ה	שְׁמֵנָה	8	cardinal	NOVEL_NUMERIC_CANDIDATE		0	מֵאָשֵׁ֖ר שְׁמֵנָ֣ה לַחְמ֑וֹ וְה֥וּא יִתֵּ֖ן מַֽעֲדַנֵּי־מֶֽלֶךְ׃ ס	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
GEN	50	23	GEN 50:23	HEB	5	שִׁלֵּשִׁ֑ים	שִׁלֵּשִׁים	30	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיַּ֤רְא יוֹסֵף֙ לְאֶפְרַ֔יִם בְּנֵ֖י שִׁלֵּשִׁ֑ים גַּ֗ם בְּנֵ֤י מָכִיר֙ בֶּן־מְנַשֶּׁ֔ה יֻלְּד֖וּ עַל־בִּרְכֵּ֥י יוֹסֵֽף׃	NUMERIC	3	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
HOS	12	9	HOS 12:9	HEB	4	עָשַׁ֔רְתִּי	עָשַׁרְתִּי	10	cardinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֹּ֣אמֶר אֶפְרַ֔יִם אַ֣ךְ עָשַׁ֔רְתִּי מָצָ֥אתִי א֖וֹן לִ֑י כָּל־יְגִיעַ֕י לֹ֥א יִמְצְאוּ־לִ֖י עָוֺ֥ן אֲשֶׁר־חֵֽטְא׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	1	26	ISA 1:26	HEB	3	כְּבָרִ֣אשֹׁנָ֔ה	כְּבָרִאשֹׁנָה	1	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וְאָשִׁ֤יבָה שֹׁפְטַ֙יִךְ֙ כְּבָרִ֣אשֹׁנָ֔ה וְיֹעֲצַ֖יִךְ כְּבַתְּחִלָּ֑ה אַחֲרֵי־כֵ֗ן יִקָּ֤רֵא לָךְ֙ עִ֣יר הַצֶּ֔דֶק קִרְיָ֖ה נֶאֱמָנָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	5	12	ISA 5:12	HEB	7	מִשְׁתֵּיהֶ֑ם	מִשְׁתֵּיהֶם	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וְהָיָ֨ה כִנּ֜וֹר וָנֶ֗בֶל תֹּ֧ף וְחָלִ֛יל וָיַ֖יִן מִשְׁתֵּיהֶ֑ם וְאֵ֨ת פֹּ֤עַל יְהוָה֙ לֹ֣א יַבִּ֔יטוּ וּמַעֲשֵׂ֥ה יָדָ֖יו לֹ֥א רָאֽוּ׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	5	28	ISA 5:28	HEB	2	חִצָּיו֙	חִצָּיו	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	אֲשֶׁ֤ר חִצָּיו֙ שְׁנוּנִ֔ים וְכָל־קַשְּׁתֹתָ֖יו דְּרֻכ֑וֹת פַּרְס֤וֹת סוּסָיו֙ כַּצַּ֣ר נֶחְשָׁ֔בוּ וְגַלְגִּלָּ֖יו כַּסּוּפָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	7	4	ISA 7:4	HEB	10	מִשְּׁנֵ֨י	מִשְּׁנֵי	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וְאָמַרְתָּ֣ אֵ֠לָיו הִשָּׁמֵ֨ר וְהַשְׁקֵ֜ט אַל־תִּירָ֗א וּלְבָבְךָ֙ אַל־יֵרַ֔ךְ מִשְּׁנֵ֨י זַנְב֧וֹת הָאוּדִ֛ים הָעֲשֵׁנִ֖ים הָאֵ֑לֶּה בָּחֳרִי־אַ֛ף רְצִ֥ין וַאֲרָ֖ם וּבֶן־רְמַלְיָֽהוּ׃	NUMERIC	2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ISA	19	24	ISA 19:24	HEB	5	שְׁלִ֣ישִׁיָּ֔ה	שְׁלִישִׁיָּה	3	ordinal	NOVEL_NUMERIC_CANDIDATE		0	בַּיּ֣וֹם הַה֗וּא יִהְיֶ֤ה יִשְׂרָאֵל֙ שְׁלִ֣ישִׁיָּ֔ה לְמִצְרַ֖יִם וּלְאַשּׁ֑וּר בְּרָכָ֖ה בְּקֶ֥רֶב הָאָֽרֶץ׃	NUMERIC	3	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ISA	22	21	ISA 22:21	HEB	1	וְהִלְבַּשְׁתִּ֣יו	וְהִלְבַּשְׁתִּיו	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	וְהִלְבַּשְׁתִּ֣יו כֻּתָּנְתֶּ֗ךָ וְאַבְנֵֽטְךָ֙ אֲחַזְּקֶ֔נּוּ וּמֶֽמְשֶׁלְתְּךָ֖ אֶתֵּ֣ן בְּיָד֑וֹ וְהָיָ֥ה לְאָ֛ב לְיוֹשֵׁ֥ב יְרוּשָׁלַ֖͏ִם וּלְבֵ֥ית יְהוּדָֽה׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	24	9	ISA 24:9	HEB	7	לְשֹׁתָֽיו׃	לְשֹׁתָיו	2	cardinal_or_ordinal	NOVEL_NUMERIC_CANDIDATE		0	בַּשִּׁ֖יר לֹ֣א יִשְׁתּוּ־יָ֑יִן יֵמַ֥ר שֵׁכָ֖ר לְשֹׁתָֽיו׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	40	12	ISA 40:12	HEB	9	בַּשָּׁלִ֖שׁ	בַּשָּׁלִשׁ	3	cardinal	NOVEL_NUMERIC_CANDIDATE		0	מִֽי־מָדַ֨ד בְּשָׁעֳל֜וֹ מַ֗יִם וְשָׁמַ֙יִם֙ בַּזֶּ֣רֶת תִּכֵּ֔ן וְכָ֥ל בַּשָּׁלִ֖שׁ עֲפַ֣ר הָאָ֑רֶץ וְשָׁקַ֤ל בַּפֶּ֙לֶס֙ הָרִ֔ים וּגְבָע֖וֹת בְּמֹאזְנָֽיִם׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
ISA	44	16	ISA 44:16	HEB	1	חֶצְיוֹ֙	חֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	חֶצְיוֹ֙ שָׂרַ֣ף בְּמוֹ־אֵ֔שׁ עַל־חֶצְיוֹ֙ בָּשָׂ֣ר יֹאכֵ֔ל יִצְלֶ֥ה צָלִ֖י וְיִשְׂבָּ֑ע אַף־יָחֹם֙ וְיֹאמַ֣ר הֶאָ֔ח חַמּוֹתִ֖י רָאִ֥יתִי אֽוּר׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ISA	44	16	ISA 44:16	HEB	6	חֶצְיוֹ֙	חֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	חֶצְיוֹ֙ שָׂרַ֣ף בְּמוֹ־אֵ֔שׁ עַל־חֶצְיוֹ֙ בָּשָׂ֣ר יֹאכֵ֔ל יִצְלֶ֥ה צָלִ֖י וְיִשְׂבָּ֑ע אַף־יָחֹם֙ וְיֹאמַ֣ר הֶאָ֔ח חַמּוֹתִ֖י רָאִ֥יתִי אֽוּר׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ISA	44	19	ISA 44:19	HEB	10	חֶצְי֞וֹ	חֶצְיוֹ	1/2	fraction	NOVEL_NUMERIC_CANDIDATE		0	וְלֹא־יָשִׁ֣יב אֶל־לִבּ֗וֹ וְלֹ֨א דַ֥עַת וְלֹֽא־תְבוּנָה֮ לֵאמֹר֒ חֶצְי֞וֹ שָׂרַ֣פְתִּי בְמוֹ־אֵ֗שׁ וְ֠אַף אָפִ֤יתִי עַל־גֶּחָלָיו֙ לֶ֔חֶם אֶצְלֶ֥ה בָשָׂ֖ר וְאֹכֵ֑ל וְיִתְרוֹ֙ לְתוֹעֵבָ֣ה אֶעֱשֶׂ֔ה לְב֥וּל עֵ֖ץ אֶסְגּֽוֹד׃	NUMERIC	1/2	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
ISA	65	25	ISA 65:25	HEB	4	כְאֶחָ֗ד	כְאֶחָד	1	cardinal	NOVEL_NUMERIC_CANDIDATE		0	זְאֵ֨ב וְטָלֶ֜ה יִרְע֣וּ כְאֶחָ֗ד וְאַרְיֵה֙ כַּבָּקָ֣ר יֹֽאכַל־תֶּ֔בֶן וְנָחָ֖שׁ עָפָ֣ר לַחְמ֑וֹ לֹֽא־יָרֵ֧עוּ וְלֹֽא־יַשְׁחִ֛יתוּ בְּכָל־הַ֥ר קָדְשִׁ֖י אָמַ֥ר יְהוָֽה׃ ס	NUMERIC	1	Pointed OL form is a genuine cardinal, ordinal, fraction, or numeric scale in context.
JDG	1	10	JDG 1:10	HEB	13	שֵׁשַׁ֥י	שֵׁשַׁי	6	ordinal	NOVEL_NUMERIC_CANDIDATE		0	וַיֵּ֣לֶךְ יְהוּדָ֗ה אֶל־הַֽכְּנַעֲנִי֙ הַיּוֹשֵׁ֣ב בְּחֶבְר֔וֹן וְשֵׁם־חֶבְר֥וֹן לְפָנִ֖ים קִרְיַ֣ת_אַרְבַּ֑ע וַיַּכּ֛וּ אֶת־שֵׁשַׁ֥י וְאֶת־אֲחִימַ֖ן וְאֶת־תַּלְמָֽי׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
JDG	5	28	JDG 5:28	HEB	10	בֹּשֵׁ֤שׁ	בֹּשֵׁשׁ	6	cardinal	NOVEL_NUMERIC_CANDIDATE		0	בְּעַד֩ הַחַלּ֨וֹן נִשְׁקְפָ֧ה וַתְּיַבֵּ֛ב אֵ֥ם סִֽיסְרָ֖א בְּעַ֣ד הֽ͏ָאֶשְׁנָ֑ב מַדּ֗וּעַ בֹּשֵׁ֤שׁ רִכְבּוֹ֙ לָב֔וֹא מַדּ֣וּעַ אֶֽחֱר֔וּ פַּעֲמֵ֖י מַרְכְּבוֹתָֽיו׃	EXCLUDED_LEXICAL_HOMOGRAPH		Pointed OL form is lexical/non-numeric in this context; excluded from the numeric index.
